Fri Sep 24 2021 05:52:17 GMT-0400 (Eastern Daylight Time) - Run Time: 3274ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of origin - gta06_orig
Column: 2006 GTA zone of destination - gta06_dest
Table: Trip purpose of destination - purp_dest


Filters:
Trip purpose of destination - purp_dest In M, 
and
Regional municipality of household - region_hhld In 5, 6, 11, 

Trip 2016
ROW : gta06_orig
COLUMN : gta06_dest

TABLE    : purp_dest (Market/Shop)

  gta06_orig  gta06_dest      total
        5150        5165         27
        5150        5173        155
        5150        5193         17
        5150        5196         83
        5150        5224         12
        5151        5086         14
        5151        5093         26
        5151        5099         70
        5151        5126        147
        5151        5151         29
        5151        5153         97
        5151        5173         86
        5151        6360         16
        5153        4059         22
        5153        4087         16
        5153        5107         35
        5153        5126         17
        5153        5145         41
        5153        5148        187
        5153        5173         33
        5153        5176         61
        5153        5199         34
        5153        6002         19
        5154        4057         25
        5154        5048         30
        5154        5110         40
        5154        5111        162
        5154        5112         27
        5154        5126         31
        5154        5173         90
        5155        4057         14
        5155        5058         63
        5155        5087         97
        5155        5099         20
        5155        5126         11
        5155        5150        130
        5155        5173         43
        5155        5175          7
        5155        5183         11
        5156        4088         46
        5156        5193         18
        5157        5149         52
        5157        5151         22
        5157        5173         62
        5157        5176         11
        5157        5193         51
        5158        4063         35
        5158        4069         24
        5158        5087         85
        5158        5110         40
        5158        5112         20
        5158        5123         28
        5158        5175        140
        5158        5191         27
        5158        5192        179
        5158        5193         17
        5158        5196         25
        5158        5207         37
        5158        5232         50
        5158        8902          7
        5159        4056         25
        5159        5058         68
        5159        5075         23
        5159        5112         59
        5159        5120         17
        5159        5121         98
        5159        5122         25
        5159        5126         13
        5159        5130         27
        5159        5150         17
        5159        5172         15
        5159        5181         18
        5159        5192         81
        5159        5193         49
        5159        5199         25
        5159        5202         26
        5160        5191         23
        5160        5192         39
        5161        5088         65
        5161        5111         97
        5161        5126         83
        5161        5151         35
        5161        5173        237
        5161        5176         17
        5161        5199         59
        5162        5056         23
        5162        5099         27
        5162        5110         42
        5162        5131         35
        5162        5151         19
        5162        5173        192
        5162        5176         15
        5163          65         18
        5163        5075         24
        5163        5163         40
        5163        5167         13
        5163        5171         40
        5163        5172         48
        5163        5173         48
        5163        5180         11
        5163        5190         15
        5163        5192          8
        5163        5199         97
        5163        5245         14
        5164        5099         48
        5164        5105         23
        5164        5121         37
        5164        5141         29
        5164        5164         38
        5164        5172         20
        5164        5173        123
        5164        5175         37
        5164        5181        187
        5164        5192         71
        5164        5193         60
        5164        5201         23
        5164        5205         11
        5165        5126        109
        5165        5153         66
        5165        5165         80
        5165        5173         40
        5165        5183         43
        5165        5193         57
        5166        5059         50
        5166        5087          7
        5166        5094         27
        5166        5125         87
        5166        5175        204
        5166        5188         57
        5166        5191        178
        5166        5193         72
        5166        5196         99
        5166        5203         67
        5166        9998         51
        5167        5167         21
        5167        5180         21
        5167        5192          8
        5167        5193         29
        5168        5087         23
        5168        5110         16
        5168        5112         41
        5168        5121        147
        5168        5126        129
        5168        5131         26
        5168        5143         15
        5168        5173         48
        5168        5175         70
        5168        5181         80
        5168        5187         70
        5168        5190         18
        5168        5192         74
        5168        5234         35
        5169        5148         13
        5170        4063         23
        5170        5121         16
        5170        5126        122
        5170        5165         17
        5170        5173         82
        5170        5181         90
        5170        5193         25
        5170        5199         79
        5171        5032         25
        5171        5087        100
        5171        5121         73
        5171        5125         52
        5171        5126         27
        5171        5173         48
        5171        5190         26
        5171        5193         30
        5171        5199         33
        5172        3325         13
        5172        5043         16
        5172        5087         67
        5172        5099         11
        5172        5112         47
        5172        5121         55
        5172        5164         21
        5172        5168         10
        5172        5173         73
        5172        5180         58
        5172        5181         15
        5172        5191         62
        5172        5193         42
        5172        6090         13
        5172        6157         12
        5173        5126         87
        5173        5154         16
        5173        5157         17
        5173        5173        152
        5173        5176         93
        5173        5180         91
        5173        5181         15
        5173        6092         32
        5174        5059         21
        5174        5112         21
        5174        5164         21
        5174        5175         47
        5174        5180         64
        5174        5191         47
        5174        5192         11
        5174        5203         14
        5175        5036         10
        5175        5050         47
        5175        5079         22
        5175        5087         41
        5175        5112        269
        5175        5175        207
        5175        5180         24
        5175        5181         68
        5175        5187         26
        5175        5191        194
        5175        5196         48
        5175        5207         36
        5175        5232         22
        5176        5048         39
        5176        5118         34
        5176        5145         32
        5176        5162         24
        5176        5173         22
        5176        5199         22
        5177        5036         20
        5177        5059         19
        5177        5065        125
        5177        5112         41
        5177        5207         19
        5177        5233         26
        5177        5248         46
        5177        7343         28
        5177        7387         19
        5178        4062         16
        5178        5028         45
        5178        5059         20
        5178        5072         38
        5178        5075         30
        5178        5112         70
        5178        5175         17
        5178        5191         49
        5178        5193         17
        5178        5207         23
        5178        5252         22
        5179        4057         19
        5179        5087         20
        5179        5092         39
        5179        5112         29
        5179        5121         20
        5179        5126         26
        5179        5127         30
        5179        5173         26
        5179        5174         19
        5179        5180         26
        5179        5192         71
        5179        5203         20
        5180          24         22
        5180        4053         48
        5180        4057         17
        5180        4074         10
        5180        5058         83
        5180        5126         14
        5180        5153         22
        5180        5170         22
        5180        5175         67
        5180        5180         60
        5180        5192         98
        5180        5193         18
        5180        5199         24
        5180        5200         26
        5180        5203         42
        5180        5204          8
        5181        5045        104
        5181        5058         14
        5181        5087         40
        5181        5095         43
        5181        5106         11
        5181        5112        107
        5181        5126         69
        5181        5171         33
        5181        5173        149
        5181        5181         82
        5181        5190         18
        5181        5192        107
        5181        5193         18
        5181        5199         51
        5181        5203         26
        5182        5056         84
        5182        5107         40
        5182        5126         10
        5182        5148         46
        5182        5153         51
        5182        5182         24
        5183        4059         17
        5183        5112         25
        5183        5126         32
        5183        5173         55
        5183        5183        204
        5183        5193         14
        5183        6086         14
        5184        5087        106
        5184        5111         33
        5184        5112         29
        5184        5122         27
        5184        5126         71
        5184        5127         55
        5184        5173         32
        5184        5174         36
        5184        5192         13
        5184        5193         71
        5185        5112         29
        5185        5127         44
        5185        5192        116
        5186        5111         42
        5186        5119         14
        5186        5126        117
        5186        5181        134
        5186        5186         27
        5186        5192         26
        5186        5193         89
        5187        5087        113
        5187        5088         77
        5187        5095         71
        5187        5112         90
        5187        5125         20
        5187        5164         35
        5187        5173         77
        5187        5175         62
        5187        5181         49
        5187        5192        175
        5187        5193         77
        5187        5199         77
        5188        2398         98
        5188        4057         23
        5188        5050         11
        5188        5126         11
        5188        5173         23
        5188        5193         54
        5190        4080         18
        5190        4181         10
        5190        5066         93
        5190        5111         30
        5190        5126         15
        5190        5180         59
        5190        5193         18
        5191        4053          8
        5191        5059          7
        5191        5068         36
        5191        5112         50
        5191        5175        371
        5191        5191        194
        5191        5196         24
        5191        5198         15
        5191        5205         91
        5191        5207        149
        5191        5232         44
        5191        5252         18
        5191        7548         19
        5192         490         12
        5192        5112         55
        5192        5167          8
        5192        5180         81
        5192        5192         37
        5192        5203         77
        5192        9998         12
        5193        4057         70
        5193        4059         30
        5193        4063         22
        5193        4148         14
        5193        5087         42
        5193        5093         10
        5193        5094         29
        5193        5112        136
        5193        5121         74
        5193        5125         27
        5193        5148         13
        5193        5193        177
        5193        5195         24
        5193        5201         18
        5193        6003         16
        5193        6128          5
        5194        4052         11
        5194        4053        223
        5194        5043         52
        5194        5121         18
        5194        5143         48
        5194        5173         29
        5194        5183         23
        5194        5192         24
        5194        5199         35
        5195        4053         43
        5195        4087          6
        5195        5126        109
        5195        5173         34
        5195        5181         15
        5195        5200         23
        5195        5202         35
        5195        5204         35
        5196        4053         31
        5196        4069         69
        5196        5112         59
        5196        5175         97
        5196        5191         89
        5196        5196         25
        5196        5249         16
        5197        4057         16
        5197        5032         57
        5197        5087         23
        5197        5093         55
        5197        5122         66
        5197        5126         25
        5197        5153         32
        5197        5176         43
        5197        5193         69
        5197        5199         29
        5197        6023         12
        5197        6360         28
        5198         588         37
        5198        4053         16
        5198        4057         28
        5198        4059         55
        5198        4087         66
        5198        5053          7
        5198        5059         18
        5198        5112         91
        5198        5121         33
        5198        5175         67
        5198        5191         60
        5198        5192         79
        5198        5193         42
        5198        5196         26
        5198        5203        164
        5198        5205         61
        5198        5207         26
        5198        6003         19
        5198        6025         16
        5198        6097         20
        5198        6199         21
        5198        9998        224
        5199        5082         31
        5199        5125         26
        5199        5173        116
        5199        5180         24
        5199        5181         27
        5199        5192         29
        5199        5193         63
        5199        5199         80
        5200        5087         24
        5200        5088         72
        5200        5112        107
        5200        5121         34
        5200        5126         75
        5200        5135         29
        5200        5173         65
        5200        5174         61
        5200        5180         15
        5200        5181         67
        5200        5184         28
        5200        5192        257
        5200        5193         34
        5200        5196         53
        5200        5200         65
        5200        5233         66
        5200        8907         66
        5201        5043         17
        5201        5087         25
        5201        5089          8
        5201        5121        185
        5201        5175          8
        5201        5193         40
        5202        4063         12
        5202        4068         61
        5202        4087         26
        5202        5036         19
        5202        5048         30
        5202        5065         35
        5202        5087         22
        5202        5175         60
        5202        5205         22
        5202        5207        119
        5202        5233         25
        5202        5252         28
        5203        5087         33
        5203        5112         85
        5203        5175         47
        5203        5192         22
        5203        5196         17
        5203        5203        156
        5204        4058         24
        5204        5121        181
        5204        5192         90
        5204        5193         12
        5204        5199          9
        5205        4059         32
        5205        4063         34
        5205        5052         23
        5205        5059         90
        5205        5066        161
        5205        5075         66
        5205        5087        114
        5205        5107         22
        5205        5112         34
        5205        5126         11
        5205        5175        143
        5205        5191         93
        5205        5205        156
        5205        5207         13
        5205        5232        117
        5205        8909         29
        5206         143         40
        5206        4057         24
        5206        5140         28
        5206        5148         26
        5206        5173         15
        5206        5181         45
        5206        5183         40
        5206        5185         10
        5206        5193         56
        5206        5205         22
        5206        5208         19
        5207        5048         30
        5207        5111         25
        5207        5112         62
        5207        5123         25
        5207        5125         58
        5207        5175        145
        5207        5191        105
        5207        5205         70
        5207        5207         89
        5207        5223         15
        5207        5232         51
        5207        5233         13
        5207        5252         28
        5208        5088         60
        5208        5097         44
        5208        5112         38
        5208        5121         22
        5208        5153         34
        5208        5172         44
        5208        5173         44
        5208        5180         15
        5208        5181         19
        5208        5190         50
        5208        5192         78
        5208        5193         67
        5208        5199         52
        5210        5173         36
        5211        4059         11
        5211        4080         19
        5211        5151         11
        5212        4053         16
        5212        4087         32
        5212        5088         19
        5212        5111         38
        5212        5126         47
        5212        5145         22
        5212        5162         32
        5212        5173         45
        5212        5194         51
        5212        5212         45
        5213        5145         23
        5213        5233         53
        5214        4057         19
        5214        5121         26
        5214        5232         19
        5214        5249         18
        5215        4051         27
        5215        5232        112
        5215        5233         14
        5216        4087         33
        5216        5177         19
        5216        5191         31
        5216        5207         50
        5216        5233         27
        5216        7236         19
        5216        7324         12
        5216        7388          9
        5216        7413         14
        5216        7414         78
        5216        8907         50
        5219        4059         19
        5219        4060         39
        5219        5065         12
        5219        5181         23
        5219        5224         25
        5219        5226         20
        5219        5232         81
        5219        5233         30
        5219        5234         44
        5219        7344         13
        5223        4068         14
        5223        4088         12
        5223        4089         59
        5223        5191         18
        5223        5223         12
        5223        5226         27
        5223        5231         27
        5223        5232        175
        5223        5233         12
        5223        5251         14
        5224        4087         52
        5224        5216         10
        5224        5226         14
        5224        5232         56
        5224        5233         83
        5225        5233         22
        5225        7344         15
        5225        7414         55
        5226        3706          5
        5226        4057         12
        5226        4059         14
        5226        4069         12
        5226        4087         28
        5226        4089          9
        5226        4188         12
        5226        5181         12
        5226        5191         26
        5226        5192          8
        5226        5226         43
        5226        5231         20
        5226        5232        208
        5226        5233         92
        5226        5234         12
        5227        5232         32
        5227        5233         12
        5227        8307         18
        5228        5232         11
        5229        4060         78
        5229        4124         22
        5229        5232         27
        5229        5233         24
        5230        4087         12
        5230        4089         40
        5230        4189         43
        5230        5148         26
        5230        5172         65
        5230        5191         34
        5230        5231         97
        5230        5232        124
        5230        5233        148
        5231        4035         23
        5231        4057         14
        5231        4063         40
        5231        4189         14
        5231        5082         22
        5231        5162         20
        5231        5232        128
        5231        5233        141
        5231        7305         13
        5232         393         38
        5232        4030         18
        5232        4053         13
        5232        4057         79
        5232        4059         29
        5232        4062        108
        5232        4063         14
        5232        4082         86
        5232        4084         17
        5232        4090         10
        5232        4188         27
        5232        5087         97
        5232        5110         47
        5232        5112         20
        5232        5135         40
        5232        5191         12
        5232        5207         14
        5232        5231        108
        5232        5232        343
        5232        5233        392
        5232        5251         27
        5232        7236         30
        5233        4053         33
        5233        4063         50
        5233        4068         19
        5233        4082         14
        5233        4087         46
        5233        5175         25
        5233        5223         21
        5233        5231         88
        5233        5232        140
        5233        5233         66
        5233        5234          9
        5234        4057         15
        5234        4188         19
        5234        5067         15
        5234        5232        104
        5234        5233         69
        5235        4057         33
        5235        5233         14
        5236        4064         19
        5236        5164         23
        5236        5175         23
        5236        5205         18
        5236        5207         77
        5237        3335         47
        5237        4063         29
        5237        4087         15
        5237        5044         30
        5237        5123         92
        5237        5126        238
        5237        5131         17
        5237        5145         50
        5238        4057         43
        5238        4063         22
        5238        4083         22
        5238        5076         31
        5238        5079         28
        5238        5081         31
        5238        5090         38
        5238        5093         38
        5238        5096         19
        5238        5111         25
        5238        5119         28
        5238        5126         31
        5238        5145         14
        5238        6003         15
        5239        5087         46
        5239        5123         30
        5239        5126         15
        5239        5161         65
        5240        5107          9
        5240        5126         89
        5240        5158         35
        5240        5194         13
        5241        4057         78
        5241        5087        151
        5241        5092         62
        5241        5107         70
        5241        5111        193
        5241        5112         39
        5241        5126        284
        5241        5127         30
        5241        5145         95
        5241        5153         38
        5241        6076         16
        5241        6086          7
        5242        5058         37
        5242        5106         37
        5243        5043         77
        5243        5044         77
        5244        5007         90
        5244        5032         58
        5244        5050        173
        5244        5112         47
        5244        5192         16
        5244        5245         61
        5245        5007         14
        5245        5032         62
        5245        5044        104
        5245        5087         42
        5245        5112         54
        5245        5121         26
        5245        5122          8
        5245        5148         15
        5245        5245        103
        5245        6017         45
        5245        6157         29
        5246        5087         38
        5246        5112         92
        5246        5191         61
        5246        5207         11
        5246        8910         22
        5247        5059         18
        5247        5094         19
        5247        5175         25
        5247        5205         64
        5248        3671         25
        5248        4014         19
        5248        4069         30
        5248        5087         39
        5248        5092         13
        5248        5112         30
        5248        5175         14
        5248        5190         26
        5248        5191         10
        5248        5205         38
        5248        5233         19
        5250        4057         12
        5250        4079         44
        5250        5175         21
        5250        5232         25
        5251        4035         71
        5251        5175         49
        5251        5223        136
        5251        5232         92
        5251        5233         52
        5252        5065         34
        5252        5067         36
        5252        5175         26
        5252        5191         50
        5252        5205         13
        5252        5207         51
        5252        5233         27
        5252        5252        107
        6001        5136         34
        6001        5153         17
        6001        6002         27
        6001        6003         16
        6001        6010         68
        6001        6084         34
        6001        6136         25
        6002        4078         10
        6002        4087         16
        6002        5096         43
        6002        6003         14
        6003        4087         10
        6003        5099         30
        6003        5126         21
        6003        6009         40
        6003        6016         11
        6003        6023         17
        6003        6084         17
        6004        4057         23
        6004        5061         21
        6004        5106         48
        6004        5112         10
        6004        5145         31
        6004        6002         52
        6004        6003         14
        6004        6009        169
        6004        6010         53
        6004        6015         16
        6004        6016        113
        6005        5145         19
        6005        6002         65
        6005        6009         16
        6005        6010         69
        6005        6016         28
        6005        6199         18
        6006        6003         14
        6006        6009         76
        6006        6010         28
        6006        6086         11
        6007        5108         14
        6007        6004         15
        6007        6009         34
        6007        6010          8
        6007        6016         11
        6007        6020         14
        6007        6023         13
        6007        6157          5
        6007        6360         12
        6008        5126         57
        6008        5131         20
        6008        6002         28
        6008        6009         28
        6008        6010         65
        6008        6025         28
        6008        6076         77
        6008        6086         25
        6009        5145         32
        6009        6001         12
        6009        6003         93
        6009        6009         97
        6009        6010         51
        6009        6015         41
        6009        6016         25
        6009        6023         13
        6009        6076          9
        6010        4063         23
        6010        6002         38
        6010        6009         94
        6010        6010         37
        6010        6016         22
        6010        6059         17
        6011        6010         14
        6011        6289         13
        6012        4057         26
        6012        5012          5
        6012        5061         31
        6012        5126         33
        6012        5186         13
        6012        6002         10
        6012        6003         73
        6012        6009        226
        6012        6010         13
        6012        6086         28
        6012        6122          5
        6012        6174         11
        6014        4053         40
        6014        5097         32
        6014        5126         42
        6014        6003         11
        6014        6016         60
        6014        6076         29
        6015        4062         14
        6015        4087         15
        6015        5145         62
        6015        6003         93
        6015        6009        138
        6015        6010        168
        6015        6016         62
        6015        6021          5
        6015        6023        189
        6015        6052         33
        6015        6084         23
        6015        6152         28
        6015        9068         19
        6016        4057         35
        6016        6003         33
        6016        6004         16
        6016        6009         51
        6016        6010         80
        6016        6014         35
        6016        6016         31
        6016        6023         18
        6016        6086         37
        6016        6122         10
        6016        6157         24
        6016        6366         60
        6017        6002         27
        6017        6003         15
        6018        4053         29
        6018        4090         14
        6018        5126         46
        6018        6003         30
        6018        6009         89
        6018        6010         69
        6018        6023         14
        6019        4053         30
        6019        6003         13
        6019        6009         90
        6019        6010         37
        6019        6016         47
        6019        6023         30
        6019        6076         30
        6019        6087         27
        6019        6111         25
        6020        4057         12
        6020        6003         44
        6020        6009         76
        6020        6010         30
        6020        6018         29
        6020        6023         87
        6021        6010         20
        6021        6023         22
        6021        6092         21
        6022        5087         72
        6022        6022         14
        6022        6023         28
        6022        6029         14
        6022        6086         24
        6023        3634         10
        6023        4014         10
        6023        4188         19
        6023        6002          9
        6023        6003         36
        6023        6010         36
        6023        6022         61
        6023        6023        675
        6023        6026          8
        6023        6076         15
        6023        6084         12
        6023        6086         32
        6023        6152          9
        6023        6157         95
        6023        6366         45
        6024        6023         58
        6024        6076         36
        6025        6009         11
        6025        6010         25
        6025        6023         72
        6025        6026         24
        6025        6027         10
        6025        6073         15
        6025        6086         25
        6025        6092          7
        6025        6097          9
        6025        6108         13
        6025        6171         68
        6026        4057         33
        6026        5131         13
        6026        6001         27
        6026        6010         17
        6026        6026        131
        6026        6028         17
        6026        6032          9
        6026        6033         30
        6026        6047         15
        6026        6057         26
        6026        6076         91
        6026        6078         20
        6026        6084         31
        6026        6086         99
        6026        6108         17
        6026        6128         11
        6026        6135         25
        6026        6157         65
        6026        6362          9
        6026        6366         26
        6027        6020         17
        6027        6025         17
        6027        6026         50
        6027        6028         27
        6027        6052         11
        6027        6076         93
        6027        6086         53
        6027        6092         36
        6027        6126         33
        6027        6136         17
        6027        6157          8
        6027        6191         17
        6027        6227         17
        6027        6261         28
        6028        4063         17
        6028        6076         42
        6028        6086         18
        6028        6158         24
        6028        6159          7
        6028        9998         17
        6029        6026         17
        6029        6032         26
        6029        6057          9
        6029        6076         39
        6029        6077         18
        6029        6084         17
        6029        6086         64
        6029        6157         25
        6029        6167         35
        6029        6262         10
        6029        6354          5
        6030        6026         18
        6030        6076         25
        6031        6009         13
        6031        6023         23
        6031        6052        115
        6032        5043         19
        6032        6032         22
        6032        6033        169
        6032        6034         26
        6032        6039         56
        6032        6044         27
        6032        6090         19
        6032        6259         73
        6032        6261         55
        6032        6262        143
        6032        6268         34
        6032        6269         32
        6032        6271          7
        6032        6274         17
        6032        6277         13
        6033        6033        197
        6033        6034         12
        6033        6039         22
        6033        6047         14
        6033        6259         37
        6033        6268         50
        6033        6269         45
        6033        9998         19
        6034        6032         13
        6034        6033         53
        6034        6039         59
        6034        6052         22
        6034        6086         17
        6034        6157         16
        6034        6174         25
        6034        6188         16
        6034        6259         14
        6034        6261         21
        6034        6262         11
        6034        6268         13
        6034        6269         61
        6034        6289         21
        6034        6363         34
        6035        6033         12
        6035        6076         12
        6035        6084         37
        6035        6108         13
        6035        6136         13
        6035        6269          9
        6036        4087         12
        6036        6033         15
        6036        6300         23
        6038        6033        124
        6038        6038         11
        6038        6059         18
        6038        6086         41
        6038        6261         58
        6038        6262         37
        6038        6269         14
        6038        6360         17
        6039        6016         17
        6039        6022         11
        6039        6033        225
        6039        6052         90
        6039        6076         60
        6039        6086         11
        6039        6157         28
        6039        6226         11
        6039        6232         14
        6039        6241         60
        6039        6259         80
        6039        6260         26
        6039        6261         20
        6039        6262         30
        6039        6266         18
        6039        6268        100
        6039        6269         49
        6040        6038         14
        6040        6040         12
        6040        6086         27
        6040        6260         12
        6040        6261         19
        6040        6268         61
        6040        6312         56
        6041        5176         24
        6041        6038         49
        6041        6262         17
        6041        6268         29
        6041        6271         12
        6041        6286         17
        6041        6312         33
        6042        6047         31
        6042        6084         12
        6042        6086         14
        6042        6109         17
        6042        6157         13
        6043        6046         24
        6043        6047         26
        6044        4030         36
        6044        6023         15
        6044        6033         32
        6044        6042         44
        6044        6043         24
        6044        6044        420
        6044        6047        270
        6044        6050         27
        6044        6052        203
        6044        6057         17
        6044        6073         13
        6044        6080         13
        6044        6084        101
        6044        6086         47
        6044        6090         13
        6044        6108        141
        6044        6124         15
        6044        6128         24
        6044        6140         13
        6044        6154         13
        6044        6157         79
        6044        6174         13
        6044        6199         37
        6044        6220         28
        6045        6191         55
        6045        6219         13
        6046        6047         23
        6046        6050         55
        6047        4082         27
        6047        6043         47
        6047        6044        110
        6047        6046         29
        6047        6047        248
        6047        6084         13
        6047        6086         51
        6047        6087         15
        6047        6107         32
        6047        6108         22
        6047        6109         13
        6047        6112         24
        6047        6151         13
        6047        6157         34
        6047        6199         34
        6047        6241         18
        6047        6262         12
        6047        9998         25
        6048        6076         13
        6048        6084         13
        6048        6086         26
        6048        6109         46
        6048        6130         36
        6048        6199         24
        6049        6028         17
        6049        6110         16
        6049        6116         18
        6049        6199         77
        6049        6243         13
        6050          68         13
        6050        6009         16
        6050        6047         37
        6050        6052         46
        6050        6086         93
        6050        6111         12
        6050        6144         13
        6050        6157         25
        6050        6198         78
        6050        6199        129
        6050        6220         38
        6050        6226         12
        6050        6243         13
        6050        9998         13
        6051        6047         13
        6051        6086         24
        6051        6199         40
        6051        6214         18
        6051        6218          8
        6052        4071         21
        6052        4162         38
        6052        6034         22
        6052        6047         30
        6052        6059         18
        6052        6064         18
        6052        6075         13
        6052        6086         25
        6052        6092         17
        6052        6108         12
        6052        6114         17
        6052        6125         24
        6052        6157        131
        6052        6171         18
        6052        6174         13
        6052        6184         37
        6052        6199         41
        6052        6200         13
        6052        6220         17
        6052        6225         40
        6053        6029          3
        6053        6053          7
        6053        6073          3
        6053        6076        133
        6053        6080          6
        6053        6097         41
        6054        6042         29
        6054        6057         14
        6054        6076         59
        6054        6077         23
        6054        6085         10
        6054        6087         14
        6054        6097         14
        6054        6102         12
        6055        6059         13
        6055        6068         34
        6055        6076         14
        6055        6084         37
        6055        6090         26
        6055        6092         11
        6055        6093          9
        6055        6198         10
        6055        6226         29
        6056        5173         32
        6056        6055         16
        6056        6057         44
        6056        6059         32
        6056        6076         21
        6056        6077         69
        6056        6086         44
        6056        6091         29
        6056        6092         19
        6056        6110         18
        6056        6212         13
        6056        8950         49
        6057        6056         48
        6057        6057         52
        6057        6059         97
        6057        6076         14
