Sat Sep 11 2021 19:00:10 GMT-0400 (Eastern Daylight Time) - Run Time: 1182ms

Cross Tabulation Query Form - Person - 2016 v1.1

Row: 2006 GTA zone of household - gta06_hhld
Column: 2006 GTA zone of employment - gta06_emp
Table: Occupation type - occupation


Filters:
Regional municipality of household - region_hhld In 6, 40
and
Regional municipality of employment - region_emp In 6, 40

Persons 2016
ROW : gta06_hhld
COLUMN : gta06_emp

TABLE    : occupation (Unknown)

  gta06_hhld   gta06_emp      total
        5144        5112         48
        5144        5116         98
        5144        5157         46
        5144        5184         98
        5144        5192         81
        5144        5196         67
        5144        5199         39
        5148        5087         51
        5148        5111         22
        5148        5123         58
        5148        5126         74
        5148        5145         33
        5148        5148         22
        5148        5173         87
        5148        5175         14
        5148        5179         30
        5148        5191         87
        5148        5199         87
        5148        5200         36
        5148        5206         27
        5149        5058         64
        5149        5149         44
        5150        5135         39
        5150        5141        124
        5150        5181        101
        5150        5193         17
        5150        5198        157
        5150        5201         47
        5151        5058         92
        5151        5061         65
        5151        5087         41
        5151        5099         29
        5151        5108         65
        5151        5111         32
        5151        5127         97
        5151        5145         29
        5151        5159         98
        5151        5180         98
        5151        5191         35
        5151        5197         32
        5154        5128         44
        5154        5153         44
        5154        5173         18
        5154        5184         36
        5154        5250         23
        5155        5036         19
        5155        5039         19
        5155        5099         10
        5155        5107         17
        5155        5172         13
        5155        5182         10
        5155        5193          7
        5155        5198         55
        5157        5127         52
        5157        5142         22
        5157        5157         52
        5157        5169         83
        5157        5173         22
        5157        5176         17
        5157        5182         51
        5158        5046         35
        5158        5140         37
        5158        5158         24
        5158        5174         24
        5158        5175         51
        5158        5180         12
        5158        5190         35
        5158        5195         21
        5159        5112         34
        5159        5150         82
        5159        5159         32
        5159        5185         27
        5159        5214         40
        5160        5185         22
        5161        5107         97
        5161        5112        114
        5161        5119        151
        5161        5126         49
        5161        5161         29
        5161        5176         35
        5162        5028         32
        5162        5128         19
        5162        5145         68
        5162        5162         18
        5162        5173         28
        5162        5200         28
        5163        5043         32
        5163        5119         57
        5163        5163         68
        5163        5180         26
        5163        5193         50
        5164        5087         72
        5164        5145        256
        5164        5168         38
        5164        5172        181
        5164        5173         62
        5164        5184         29
        5164        5187         38
        5164        5190         74
        5164        5199        133
        5165        5084         66
        5165        5150         80
        5165        5165         52
        5166        5065         57
        5166        5087         43
        5166        5112         50
        5166        5142         40
        5166        5148         57
        5166        5166         59
        5166        5175         58
        5166        5191         41
        5166        5193         73
        5166        5203         95
        5166        5205         51
        5166        5207         51
        5166        5250         45
        5166        5251         44
        5167        5087         12
        5167        5145         25
        5167        5159        135
        5168        5139         89
        5168        5140         42
        5168        5168         18
        5168        5198         72
        5170        5043         31
        5170        5114         17
        5170        5126        111
        5170        5170         20
        5171        5153         24
        5171        5193         70
        5171        5232         34
        5172        5036         30
        5172        5038         58
        5172        5153         32
        5172        5172         61
        5172        5175         32
        5172        5183         32
        5172        5190         67
        5172        5198         99
        5173        5173         68
        5173        5185         68
        5174        5097        101
        5174        5174         21
        5174        5175         36
        5174        5194         17
        5174        5198        101
        5175        5092         30
        5175        5175         93
        5175        5198         45
        5175        5203         45
        5176        5107         97
        5176        5167         22
        5176        5176         97
        5176        5180         73
        5177        5036         26
        5177        5177         86
        5177        5197         28
        5177        5216         26
        5178        5036         23
        5178        5087         39
        5178        5175         22
        5179        5053         33
        5179        5168         19
        5179        5172         66
        5179        5190         18
        5179        5193         52
        5180        5112         22
        5180        5126         22
        5180        5185         34
        5180        5196         41
        5180        5208         24
        5181        5056         76
        5181        5096         22
        5181        5145         30
        5181        5155         98
        5181        5193         71
        5181        5200         37
        5181        5201         98
        5182        5099         31
        5182        5119         18
        5182        5173         47
        5182        5182        103
        5183        5148         88
        5183        5183         46
        5183        5195         14
        5183        5246         59
        5183        5250         31
        5186        5088          8
        5186        5181         64
        5186        5190         39
        5186        5250         42
        5187        5125         20
        5187        5142         41
        5187        5145         90
        5187        5187         65
        5187        5194         49
        5188        5125         92
        5188        5188         41
        5191        5191         51
        5191        5205         75
        5192        5066         94
        5192        5104         94
        5192        5164         94
        5192        5182         45
        5192        5192         13
        5192        5196         23
        5192        5252         23
        5194        5110         16
        5194        5118         18
        5194        5151         16
        5194        5190          9
        5194        5210        211
        5195        5208         36
        5196        5159         47
        5196        5166         31
        5196        5196         20
        5196        5198         45
        5197        5173         15
        5198        5188         34
        5199        5058        114
        5199        5149         27
        5199        5173         52
        5199        5190         89
        5199        5195         27
        5200        5020         18
        5200        5142         34
        5200        5159         17
        5200        5185         14
        5200        5206         17
        5201        5187         10
        5201        5188         27
        5202        5172        279
        5202        5191         82
        5202        5207        180
        5202        5210         26
        5203        5062         22
        5203        5087         46
        5203        5175         23
        5203        5191         24
        5203        5193         24
        5203        5198         13
        5203        5203         54
        5204        5059         11
        5204        5092         54
        5204        5165         12
        5204        5192         90
        5204        5199         55
        5204        5204         10
        5204        5208         10
        5205        5043        101
        5205        5112         81
        5205        5205        146
        5206        5087         24
        5206        5193         43
        5207        5207         53
        5207        5251         17
        5208        5172         45
        5208        5180         55
        5208        5190        131
        5208        5192        128
        5208        5198        106
        5208        5199         44
        5208        5208        200
        5208        5252         12
        5212        5020         14
        5212        5145         32
        5212        5212         23
        5214        5214         49
        5216        5058         16
        5216        5203         19
        5216        5216        297
        5216        5232         83
        5219        5219         29
        5219        5232         42
        5223        5177         21
        5223        5185         53
        5223        5223         43
        5224        5197          5
        5224        5232         16
        5224        5233         18
        5226        5224         76
        5226        5226        177
        5226        5233         44
        5228        5235         16
        5229        5194         78
        5229        5229         26
        5230        5036         40
        5230        5230         60
        5230        5231         29
        5230        5232         53
        5230        5234         40
        5231        5216         15
        5231        5229         39
        5231        5231        153
        5231        5232        181
        5232        5088         58
        5232        5196         50
        5232        5231        103
        5232        5232        363
        5232        5233         13
        5233        5224        151
        5233        5226         24
        5233        5232         41
        5233        5233         24
        5235        5235         33
        5236        5175         23
        5236        5198         33
        5236        5207        253
        5237        5051         60
        5237        5113         15
        5237        5197        120
        5237        5237         13
        5238        5088         17
        5238        5106         16
        5238        5119         20
        5238        5136         92
        5238        5197         31
        5238        5238         16
        5239        5044         68
        5239        5055         36
        5239        5065         27
        5239        5068         15
        5239        5107         45
        5239        5125          9
        5239        5127          9
        5239        5205         24
        5240        5044         17
        5240        5087         17
        5240        5099         51
        5241        5039         10
        5241        5087         29
        5241        5107         30
        5241        5111         62
        5241        5123         88
        5241        5126        182
        5241        5131        136
        5241        5139         47
        5241        5145         80
        5241        5173         18
        5241        5188          7
        5241        5193         36
        5241        5197         36
        5241        5241         33
        5242        5126        134
        5242        5145        134
        5242        5148         63
        5242        5151        134
        5242        5188         32
        5242        5197        134
        5244        5047         27
        5244        5052         45
        5245        5118         44
        5245        5145         56
        5245        5245         44
        5246        5080        116
        5246        5163         19
        5246        5205         19
        5246        5246         27
        5247        5187         25
        5247        5190         19
        5247        5232         30
        5247        5233         30
        5247        5247         54
        5248        5036         25
        5248        5065         37
        5248        5175         83
        5248        5177         14
        5248        5207         25
        5249        5232         26
        5250        5055         39
        5250        5231         25
        5250        5234         36
        5250        5250         73
        5250        5251         12
        5252        5087         96
        5252        5207         96
